"player_id","firstName","lastName","nationality","birthCity","primaryPosition","birthDate","link"
"8476772","Brian","O'Neill","USA","Yardley","RW",1988-06-01,"/api/v1/people/8476772"
"8475295","Brandon","Kozun","USA","Los Angeles","RW",1990-03-08,"/api/v1/people/8475295"
"8475738","Jordan","Weal","CAN","North Vancouver","C",1992-04-15,"/api/v1/people/8475738"
"8476871","Tanner","Pearson","CAN","Kitchener","LW",1992-08-10,"/api/v1/people/8476871"
"8475235","Nicolas","Deslauriers","CAN","LaSalle","LW",1991-02-22,"/api/v1/people/8475235"
"8471476","Daniel","Winnik","CAN","Toronto","LW",1985-03-06,"/api/v1/people/8471476"
"8470860","Jaroslav","Halak","SVK","Bratislava","G",1985-05-13,"/api/v1/people/8470860"
"8468213","Jim","Vandermeer","CAN","Caroline","D",1980-02-21,"/api/v1/people/8468213"
"8474001","TJ","Galiardi","CAN","Calgary","LW",1988-04-22,"/api/v1/people/8474001"
"8470647","B.J.","Crombeen","USA","Denver","RW",1985-07-10,"/api/v1/people/8470647"
"8459457","Jamie","Langenbrunner","USA","Cloquet","RW",1975-07-24,"/api/v1/people/8459457"
"8471851","Matt","D'Agostini","CAN","Sault Ste. Marie","RW",1986-10-23,"/api/v1/people/8471851"
"8468515","Brad","Winchester","USA","Madison","LW",1981-03-01,"/api/v1/people/8468515"
"8465005","Colin","White","CAN","New Glasgow","D",1977-12-12,"/api/v1/people/8465005"
"8470613","Brent","Burns","CAN","Barrie","D",1985-03-09,"/api/v1/people/8470613"
"8467899","Martin","Havlat","CZE","Mlada Boleslav","RW",1981-04-19,"/api/v1/people/8467899"
"8471842","Tim","Kennedy","USA","Buffalo","LW",1986-04-30,"/api/v1/people/8471842"
"8471774","Alex","Stalock","USA","St. Paul","G",1987-07-28,"/api/v1/people/8471774"
"8474531","Mike","Moore","CAN","Lloydminster","D",1984-12-12,"/api/v1/people/8474531"
"8471677","Jack","Johnson","USA","Indianapolis","D",1987-01-13,"/api/v1/people/8471677"
"8460496","Ryan","Smyth","CAN","Banff","LW",1976-02-21,"/api/v1/people/8460496"
"8474114","Oscar","Moller","SWE","Stockholm","RW",1989-01-22,"/api/v1/people/8474114"
"8467511","Antero","Niittymaki","FIN","Turku","G",1980-06-18,"/api/v1/people/8467511"
"8471386","Scott","Parse","USA","Portage","LW",1984-09-05,"/api/v1/people/8471386"
"8468700","Paul","Gaustad","USA","Fargo","C",1982-02-03,"/api/v1/people/8468700"
"8472368","Chris","Conner","USA","Westland","RW",1983-12-23,"/api/v1/people/8472368"
"8459628","Hal","Gill","USA","Concord","D",1975-04-06,"/api/v1/people/8459628"
"8474519","Jack","Hillen","USA","Minnetonka","D",1986-01-24,"/api/v1/people/8474519"
"8475772","Riley","Sheahan","CAN","St. Catharines","C",1991-12-07,"/api/v1/people/8475772"
"8471450","Brandon","Yip","CAN","Vancouver","RW",1985-04-25,"/api/v1/people/8471450"
"8475176","Ryan","Ellis","CAN","Hamilton","D",1991-01-03,"/api/v1/people/8475176"
"8469732","Joey","MacDonald","CAN","Pictou","G",1980-02-07,"/api/v1/people/8469732"
"8470603","Andrei","Kostitsyn","BLR","Novopolotsk","LW",1985-02-03,"/api/v1/people/8470603"
"8474600","Roman","Josi","CHE","Bern","D",1990-06-01,"/api/v1/people/8474600"
"8475268","Gabriel","Bourque","CAN","Rimouski","LW",1990-09-23,"/api/v1/people/8475268"
"8475225","Craig","Smith","USA","Madison","RW",1989-09-05,"/api/v1/people/8475225"
"8471228","Alexander","Radulov","RUS","Nizhny Tagil","RW",1986-07-05,"/api/v1/people/8471228"
"8467977","Brian","McGrattan","CAN","Hamilton","RW",1981-09-02,"/api/v1/people/8467977"
"8474552","Fabian","Brunnstrom","SWE","Jonstorp","LW",1985-02-06,"/api/v1/people/8474552"
"8474591","Tom","McCollum","USA","Amherst","G",1989-12-07,"/api/v1/people/8474591"
"8475802","Louis-Marc","Aubry","CAN","Arthabaska","C",1991-11-11,"/api/v1/people/8475802"
"8474873","Brian","Lashoff","USA","Albany","D",1990-07-16,"/api/v1/people/8474873"
"8474874","Travis","Ehrhardt","CAN","Calgary","D",1989-04-12,"/api/v1/people/8474874"
"8468090","Garnet","Exelby","CAN","Craik","D",1981-08-16,"/api/v1/people/8468090"
"8474815","Francis","Pare","CAN","Lemoyne","C",1987-06-30,"/api/v1/people/8474815"
"8467332","Bryan","Allen","CAN","Kingston","D",1980-08-21,"/api/v1/people/8467332"
"8462041","Radek","Dvorak","CZE","Tabor","RW",1977-03-09,"/api/v1/people/8462041"
"8475758","Devante","Smith-Pelly","CAN","Scarborough","RW",1992-06-14,"/api/v1/people/8475758"
"8473972","Jonas","Hiller","CHE","Felben Wellhausen","G",1982-02-12,"/api/v1/people/8473972"
"8473933","Ben","Lovejoy","USA","Concord","D",1984-02-20,"/api/v1/people/8473933"
"8471676","Bobby","Ryan","USA","Cherry Hill","RW",1987-03-17,"/api/v1/people/8471676"
"8470621","Corey","Perry","CAN","Peterborough","RW",1985-05-16,"/api/v1/people/8470621"
"8472370","Jordan","Hendry","CAN","Lanigan","D",1984-02-23,"/api/v1/people/8472370"
"8475883","Frederik","Andersen","DNK","Herning","G",1989-10-02,"/api/v1/people/8475883"
"8475162","Mat","Clark","USA","Wheat Ridge","D",1990-10-17,"/api/v1/people/8475162"
"8469483","David","Steckel","USA","Milwaukee","C",1982-03-15,"/api/v1/people/8469483"
"8474034","Patrick","Maroon","USA","St. Louis","LW",1988-04-23,"/api/v1/people/8474034"
"8467400","Francois","Beauchemin","CAN","Sorel","D",1980-06-04,"/api/v1/people/8467400"
"8470317","Nate","Guenin","USA","Aliquippa","D",1982-12-10,"/api/v1/people/8470317"
"8468695","Matthew","Lombardi","CAN","Montreal","C",1982-03-18,"/api/v1/people/8468695"
"8471521","Brad","Staubitz","CAN","Edmonton","RW",1984-07-28,"/api/v1/people/8471521"
"8475764","Cam","Fowler","USA","Windsor","D",1991-12-05,"/api/v1/people/8475764"
"8476854","Hampus","Lindholm","SWE","Helsingborg","D",1994-01-20,"/api/v1/people/8476854"
"8476384","Max","Friberg","SWE","Skovde","RW",1992-11-20,"/api/v1/people/8476384"
"8475770","Emerson","Etem","USA","Long Beach","RW",1992-06-16,"/api/v1/people/8475770"
"8460561","Sheldon","Souray","CAN","Elk Point","D",1976-07-13,"/api/v1/people/8460561"
"8474009","Nick","Bonino","USA","Hartford","C",1988-04-20,"/api/v1/people/8474009"
"8471699","Andrew","Cogliano","CAN","Toronto","LW",1987-06-14,"/api/v1/people/8471699"
"8475222","Sami","Vatanen","FIN","Jyväskylä","D",1991-06-03,"/api/v1/people/8475222"
"8476434","John","Gibson","USA","Pittsburgh","G",1993-07-14,"/api/v1/people/8476434"
"8475180","Peter","Holland","CAN","Toronto","C",1991-01-14,"/api/v1/people/8475180"
"8459442","Saku","Koivu","FIN","Turku","C",1974-11-23,"/api/v1/people/8459442"
"8465042","Toni","Lydman","FIN","Lahti","D",1977-09-25,"/api/v1/people/8465042"
"8457981","Teemu","Selanne","FIN","Helsinki","RW",1970-07-03,"/api/v1/people/8457981"
"8470612","Ryan","Getzlaf","CAN","Regina","C",1985-05-10,"/api/v1/people/8470612"
"8474579","Luca","Sbisa","CHE","Ozieri","D",1990-01-30,"/api/v1/people/8474579"
"8473492","Matt","Beleskey","CAN","Windsor","LW",1988-06-07,"/api/v1/people/8473492"
"8477215","Danny","DeKeyser","USA","Detroit","D",1990-03-07,"/api/v1/people/8477215"
"8475151","Kyle","Palmieri","USA","Smithtown","RW",1991-02-01,"/api/v1/people/8475151"
"8476483","Rickard","Rakell","SWE","Sundbyberg","C",1993-05-05,"/api/v1/people/8476483"
"8475251","Igor","Bobkov","RUS","Surgut","G",1991-01-02,"/api/v1/people/8475251"
"8471428","Pierre-Luc","Letourneau-Leblond","CAN","Levis","RW",1985-06-04,"/api/v1/people/8471428"
"8466285","Brian","Campbell","CAN","Strathroy","D",1979-05-23,"/api/v1/people/8466285"
"8458543","Jassen","Cullimore","CAN","Simcoe","D",1972-12-04,"/api/v1/people/8458543"
"8460527","Ryan","Johnson","CAN","Thunder Bay","C",1976-06-14,"/api/v1/people/8460527"
"8470084","Hannu","Toivonen","FIN","Kalvola","G",1984-05-18,"/api/v1/people/8470084"
"8470329","Chris","Campoli","CAN","Mississauga","D",1984-07-09,"/api/v1/people/8470329"
"8465170","Fernando","Pisani","CAN","Edmonton","RW",1976-12-27,"/api/v1/people/8465170"
"8468518","Tomas","Kopecky","SVK","Ilava","RW",1982-02-05,"/api/v1/people/8468518"
"8468510","Jeff","Taffe","USA","Hastings","LW",1981-02-19,"/api/v1/people/8468510"
"8471426","Troy","Brouwer","CAN","Vancouver","RW",1985-08-17,"/api/v1/people/8471426"
"8473722","John","Scott","CAN","Edmonton","LW",1982-09-26,"/api/v1/people/8473722"
"8475095","Alec","Richards","USA","Robbinsdale","G",1987-06-29,"/api/v1/people/8475095"
"8475074","Brian","Connelly","USA","Bloomington","D",1986-06-10,"/api/v1/people/8475074"
"8473970","Rob","Klinkhammer","CAN","Lethbridge","LW",1986-08-12,"/api/v1/people/8473970"
"8471239","Cory","Schneider","USA","Marblehead","G",1986-03-18,"/api/v1/people/8471239"
"8474628","Michael","Stone","CAN","Winnipeg","D",1990-06-07,"/api/v1/people/8474628"
"8475839","Louis","Domingue","CAN","St-Hyacinthe","G",1992-03-06,"/api/v1/people/8475839"
"8471232","Lauri","Korpikoski","FIN","Turku","LW",1986-07-28,"/api/v1/people/8471232"
"8476206","Andy","Miele","USA","Grosse Pointe Woods","C",1988-04-15,"/api/v1/people/8476206"
"8474107","Maxim","Goncharov","RUS","Moscow","D",1989-06-15,"/api/v1/people/8474107"
"8471680","Gilbert","Brule","CAN","Edmonton","C",1987-01-01,"/api/v1/people/8471680"
"8462036","Daymond","Langkow","CAN","Edmonton","C",1976-09-27,"/api/v1/people/8462036"
"8462038","Shane","Doan","CAN","Halkirk","RW",1976-10-10,"/api/v1/people/8462038"
"8468535","Antoine","Vermette","CAN","St. Agapit","C",1982-07-20,"/api/v1/people/8468535"
"8470713","Paul","Bissonnette","CAN","Welland","LW",1985-03-11,"/api/v1/people/8470713"
"8470719","Alexandre","Bolduc","CAN","Montreal","C",1985-06-26,"/api/v1/people/8470719"
"8473589","Chris","Summers","USA","Ann Arbor","D",1988-02-05,"/api/v1/people/8473589"
"8458537","Ray","Whitney","CAN","Fort Saskatchewan","LW",1972-05-08,"/api/v1/people/8458537"
"8473673","David","Schlemko","CAN","Edmonton","D",1987-05-07,"/api/v1/people/8473673"
"8471691","Martin","Hanzal","CZE","Pisek","C",1987-02-20,"/api/v1/people/8471691"
"8464966","Derek","Morris","CAN","Edmonton","D",1978-08-24,"/api/v1/people/8464966"
"8475171","Oliver","Ekman-Larsson","SWE","Karlskrona","D",1991-07-17,"/api/v1/people/8475171"
"8459053","Adrian","Aucoin","CAN","Ottawa","D",1973-07-03,"/api/v1/people/8459053"
"8471735","Keith","Yandle","USA","Boston","D",1986-09-09,"/api/v1/people/8471735"
"8468484","Rostislav","Klesla","CZE","Novy Jicin","D",1982-03-21,"/api/v1/people/8468484"
"8468085","Radim","Vrbata","CZE","Mlada Boleslav","RW",1981-06-13,"/api/v1/people/8468085"
"8474720","Brett","Hextall","USA","Philadelphia","C",1988-04-02,"/api/v1/people/8474720"
"8475216","Ethan","Werek","CAN","Markham","C",1991-06-07,"/api/v1/people/8475216"
"8475224","Jordan","Szwarz","CAN","Burlington","RW",1991-05-14,"/api/v1/people/8475224"
"8476473","Connor","Murphy","USA","Dublin","D",1993-03-26,"/api/v1/people/8476473"
"8474571","Mikkel","Boedker","DNK","Brondby","LW",1989-12-16,"/api/v1/people/8474571"
"8475182","David","Rundblad","SWE","Lycksele","D",1990-10-08,"/api/v1/people/8475182"
"8474050","Brett","MacLean","CAN","London","LW",1988-12-24,"/api/v1/people/8474050"
"8471821","Matt","Watkins","CAN","Aylesbury","RW",1986-11-22,"/api/v1/people/8471821"
"8471302","Justin","Pogge","CAN","Fort McMurray","G",1986-04-22,"/api/v1/people/8471302"
"8471231","Kyle","Chipchura","CAN","Westlock","C",1986-02-19,"/api/v1/people/8471231"
"8473658","Victor","Bartley","CAN","Ottawa","D",1988-02-17,"/api/v1/people/8473658"
"8471483","Kyle","Wilson","CAN","Oakville","C",1984-12-15,"/api/v1/people/8471483"
"8474092","Jeremy","Smith","USA","Dearborn","G",1989-04-13,"/api/v1/people/8474092"
"8468540","Dan","Ellis","CAN","Saskatoon","G",1980-06-19,"/api/v1/people/8468540"
"8467844","Jason","Blake","USA","Moorhead","LW",1973-09-02,"/api/v1/people/8467844"
"8459587","Todd","Marchant","USA","Buffalo","C",1973-08-12,"/api/v1/people/8459587"
"8468095","George","Parros","USA","Washington","RW",1979-12-29,"/api/v1/people/8468095"
"8474598","Nicolas","Deschamps","CAN","LaSalle","C",1990-01-06,"/api/v1/people/8474598"
"8474646","Brandon","McMillan","CAN","Richmond","LW",1990-03-22,"/api/v1/people/8474646"
"8467393","Jarkko","Ruutu","FIN","Helsinki","LW",1975-08-23,"/api/v1/people/8467393"
"8467304","Andy","Sutton","CAN","Kingston","D",1975-03-10,"/api/v1/people/8467304"
"8468598","Lubomir","Visnovsky","SVK","Topolcany","D",1976-08-11,"/api/v1/people/8468598"
"8475105","Dan","Sexton","USA","Apple Valley","RW",1987-04-29,"/api/v1/people/8475105"
"8464984","Josh","Green","CAN","Camrose","C",1977-11-16,"/api/v1/people/8464984"
"8474765","Anders","Lindback","SWE","Gävle","G",1988-05-03,"/api/v1/people/8474765"
"8459596","Andrew","Brunette","CAN","Sudbury","LW",1973-08-24,"/api/v1/people/8459596"
"8471279","Sami","Lepisto","FIN","Espoo","D",1984-10-17,"/api/v1/people/8471279"
"8459461","Brendan","Morrison","CAN","Pitt Meadows","C",1975-08-15,"/api/v1/people/8459461"
"8474103","Joe","Lavin","USA","Worcester","D",1989-07-17,"/api/v1/people/8474103"
"8474709","Matt","Martin","CAN","Windsor","LW",1989-05-08,"/api/v1/people/8474709"
"8467931","Matt","Carkner","CAN","Winchester","D",1980-11-03,"/api/v1/people/8467931"
"8468101","Radek","Martinek","CZE","Havlickuv Brod","D",1976-08-31,"/api/v1/people/8468101"
"8470144","Frans","Nielsen","DNK","Herning","C",1984-04-24,"/api/v1/people/8470144"
"8475314","Anders","Lee","USA","Edina","LW",1990-07-03,"/api/v1/people/8475314"
"8475754","Brock","Nelson","USA","Warroad","C",1991-10-15,"/api/v1/people/8475754"
"8474666","David","Ullstrom","SWE","Jönköping","LW",1989-04-22,"/api/v1/people/8474666"
"8475166","John","Tavares","CAN","Mississauga","C",1990-09-20,"/api/v1/people/8475166"
"8473584","Andrew","MacDonald","CAN","Judique","D",1986-09-07,"/api/v1/people/8473584"
"8476458","Ryan","Strome","CAN","Mississauga","C",1993-07-11,"/api/v1/people/8476458"
"8473546","Michael","Grabner","AUT","Villach","RW",1987-10-05,"/api/v1/people/8473546"
"8475177","Calvin","de Haan","CAN","Carp","D",1991-05-09,"/api/v1/people/8475177"
"8464967","Marty","Reasoner","USA","Honeoye Falls","C",1977-02-26,"/api/v1/people/8464967"
"8469779","Keith","Aucoin","USA","Waltham","C",1978-11-06,"/api/v1/people/8469779"
"8474604","Aaron","Ness","USA","Roseau","D",1990-05-18,"/api/v1/people/8474604"
"8470644","Colin","McDonald","USA","Wethersfield","RW",1984-09-30,"/api/v1/people/8470644"
"8473514","Jesse","Joensuu","FIN","Pori","LW",1987-10-05,"/api/v1/people/8473514"
"8474573","Josh","Bailey","CAN","Bowmanville","RW",1989-10-02,"/api/v1/people/8474573"
"8474690","Kevin","Poulin","CAN","Montreal","G",1990-04-12,"/api/v1/people/8474690"
"8473565","Brian","Strait","USA","Waltham","D",1988-01-04,"/api/v1/people/8473565"
"8474659","Matt","Donovan","USA","Edmond","D",1990-05-09,"/api/v1/people/8474659"
"8473449","Kyle","Okposo","USA","St. Paul","RW",1988-04-16,"/api/v1/people/8473449"
"8471701","Joe","Finley","USA","Edina","D",1987-06-29,"/api/v1/people/8471701"
"8474612","Travis","Hamonic","CAN","St. Malo","D",1990-08-16,"/api/v1/people/8474612"
"8470852","Matt","Moulson","CAN","North York","LW",1983-11-01,"/api/v1/people/8470852"
"8476367","John","Persson","SWE","Ostersund","LW",1992-05-18,"/api/v1/people/8476367"
"8476445","Johan","Sundstrom","SWE","Gothenburg","C",1992-09-21,"/api/v1/people/8476445"
"8475195","Anders","Nilsson","SWE","Lulea","G",1990-03-19,"/api/v1/people/8475195"
"8475231","Casey","Cizikas","CAN","Toronto","C",1991-02-27,"/api/v1/people/8475231"
"8460705","Evgeni","Nabokov","RUS","Kamenogorsk","G",1975-07-25,"/api/v1/people/8460705"
"8468309","Mark","Streit","CHE","Bern","D",1977-12-11,"/api/v1/people/8468309"
"8468504","Brad","Boyes","CAN","Mississauga","RW",1982-04-17,"/api/v1/people/8468504"
"8471234","Wojtek","Wolski","CAN","Zabrze","LW",1986-02-24,"/api/v1/people/8471234"
"8467371","Mike","Ribeiro","CAN","Montreal","C",1980-02-10,"/api/v1/people/8467371"
"8475619","Aaron","Volpatti","CAN","Revelstoke","LW",1985-05-30,"/api/v1/people/8475619"
"8476162","Steve","Oleksy","USA","Chesterfield","D",1986-02-04,"/api/v1/people/8476162"
"8475831","Philipp","Grubauer","DEU","Rosenheim","G",1991-11-25,"/api/v1/people/8475831"
"8475200","Dmitry","Orlov","RUS","Novokuznetsk","D",1991-07-23,"/api/v1/people/8475200"
"8477220","Nate","Schmidt","USA","St. Cloud","D",1991-07-16,"/api/v1/people/8477220"
"8470156","Joey","Crabb","USA","Anchorage","RW",1983-04-03,"/api/v1/people/8470156"
"8474649","Tomas","Kundratek","CZE","Prerov","D",1989-12-26,"/api/v1/people/8474649"
"8476799","Cameron","Schilling","USA","Carmel","D",1988-10-07,"/api/v1/people/8476799"
"8476880","Tom","Wilson","CAN","Toronto","RW",1994-03-29,"/api/v1/people/8476880"
"8475690","Christopher","Tanev","CAN","Toronto","D",1989-12-20,"/api/v1/people/8475690"
"8475663","Eddie","Lack","SWE","Norrtälje","G",1988-01-05,"/api/v1/people/8475663"
"8473488","Sergei","Shirokov","RUS","Moscow","LW",1986-03-10,"/api/v1/people/8473488"
"8473931","Lee","Sweatt","USA","Elburn","D",1985-08-13,"/api/v1/people/8473931"
"8467334","Manny","Malhotra","CAN","Mississauga","C",1980-05-18,"/api/v1/people/8467334"
"8474668","Dale","Weise","CAN","Winnipeg","RW",1988-08-05,"/api/v1/people/8474668"
"8471752","Marc-Andre","Gragnani","CAN","Montreal","D",1987-03-11,"/api/v1/people/8471752"
"8465192","Samuel","Pahlsson","SWE","Ange","C",1977-12-17,"/api/v1/people/8465192"
"8470700","Byron","Bitz","CAN","Saskatoon","RW",1984-07-21,"/api/v1/people/8470700"
"8473682","Andrew","Ebbett","CAN","Vernon","C",1983-01-02,"/api/v1/people/8473682"
"8471266","David","Booth","USA","Detroit","LW",1984-11-24,"/api/v1/people/8471266"
"8475178","Zack","Kassian","CAN","Windsor","RW",1991-01-24,"/api/v1/people/8475178"
"8477073","Kurtis","MacDermid","CAN","Sauble Beach","D",1994-03-25,"/api/v1/people/8477073"
"8470618","Anthony","Stewart","CAN","LaSalle","RW",1985-01-05,"/api/v1/people/8470618"
"8473541","Jonathan","Bernier","CAN","Laval","G",1988-08-07,"/api/v1/people/8473541"
"8460500","Nolan","Baumgartner","CAN","Calgary","D",1976-03-23,"/api/v1/people/8460500"
"8473914","Mark","Letestu","CAN","Elk Point","C",1985-02-04,"/api/v1/people/8473914"
"8473533","Jordan","Staal","CAN","Thunder Bay","C",1988-09-10,"/api/v1/people/8473533"
"8469760","Zbynek","Michalek","CZE","Jindrichuv Hradec","D",1982-12-23,"/api/v1/people/8469760"
"8467964","Mike","Comrie","CAN","Edmonton","C",1980-09-11,"/api/v1/people/8467964"
"8468252","Eric","Godard","CAN","Vernon","RW",1980-03-07,"/api/v1/people/8468252"
"8458529","Alex","Kovalev","RUS","Togliatti","RW",1973-02-24,"/api/v1/people/8458529"
"8474025","Eric","Tangradi","USA","Philadelphia","LW",1989-02-10,"/api/v1/people/8474025"
"8462161","Brent","Johnson","USA","Farmington","G",1977-03-12,"/api/v1/people/8462161"
"8459492","Vinny","Prospal","CZE","Ceské Budejovice","LW",1975-02-17,"/api/v1/people/8459492"
"8471714","Michael","Sauer","USA","St. Cloud","D",1987-08-07,"/api/v1/people/8471714"
"8468224","Sean","Avery","CAN","North York","LW",1980-04-10,"/api/v1/people/8468224"
"8468483","Marian","Gaborik","SVK","Trencin","RW",1982-02-14,"/api/v1/people/8468483"
"8459462","Bryan","McCabe","CAN","St. Catharines","D",1975-06-08,"/api/v1/people/8459462"
"8470299","Erik","Christensen","CAN","Edmonton","C",1983-12-17,"/api/v1/people/8470299"
"8468172","Ruslan","Fedotenko","UKR","Kiev","LW",1979-01-18,"/api/v1/people/8468172"
"8473573","Artem","Anisimov","RUS","Yaroslavl","C",1988-05-24,"/api/v1/people/8473573"
"8471273","Brandon","Dubinsky","USA","Anchorage","C",1986-04-29,"/api/v1/people/8471273"
"8460562","Chris","Drury","USA","Trumbull","C",1976-08-20,"/api/v1/people/8460562"
"8462047","Martin","Biron","CAN","Lac St. Charles","G",1977-08-15,"/api/v1/people/8462047"
"8475215","Robin","Lehner","SWE","Gothenburg","G",1991-07-24,"/api/v1/people/8475215"
"8469455","Jason","Spezza","CAN","Toronto","C",1983-06-13,"/api/v1/people/8469455"
"8468463","Mathieu","Darche","CAN","Montreal","LW",1976-11-26,"/api/v1/people/8468463"
"8470222","James","Wisniewski","USA","Canton","D",1984-02-21,"/api/v1/people/8470222"
"8471678","Benoit","Pouliot","CAN","Alfred","LW",1986-09-29,"/api/v1/people/8471678"
"8471768","Tom","Pyatt","CAN","Thunder Bay","LW",1987-02-14,"/api/v1/people/8471768"
"8470678","Alexandre","Picard","CAN","Gatineau","D",1985-07-05,"/api/v1/people/8470678"
"8467439","Jaroslav","Spacek","CZE","Rokycany","D",1974-02-11,"/api/v1/people/8467439"
"8466144","Paul","Mara","USA","Ridgewood","D",1979-09-07,"/api/v1/people/8466144"
"8467351","Scott","Gomez","USA","Anchorage","C",1979-12-23,"/api/v1/people/8467351"
"8469500","Michael","Cammalleri","CAN","Toronto","C",1982-06-08,"/api/v1/people/8469500"
"8462176","Brent","Sopel","CAN","Calgary","D",1977-01-07,"/api/v1/people/8462176"
"8470602","Dion","Phaneuf","CAN","Edmonton","D",1985-04-10,"/api/v1/people/8470602"
"8470207","Joffrey","Lupul","CAN","Fort Saskatchewan","LW",1983-09-23,"/api/v1/people/8470207"
"8474125","Carl","Gunnarsson","SWE","Orebro","D",1986-11-09,"/api/v1/people/8474125"
"8470667","Clarke","MacArthur","CAN","Lloydminster","LW",1985-04-06,"/api/v1/people/8470667"
"8473712","Frazer","McLaren","CAN","Winnipeg","LW",1987-10-29,"/api/v1/people/8473712"
"8473579","Nikolay","Kulemin","RUS","Magnitogorsk","LW",1986-07-14,"/api/v1/people/8473579"
"8472424","Ryan","Hamilton","CAN","Oshawa","LW",1985-04-15,"/api/v1/people/8472424"
"8474497","Michael","Kostka","CAN","Etobicoke","D",1985-11-28,"/api/v1/people/8474497"
"8471362","Mikhail","Grabovski","BLR","Potsdam","C",1984-01-31,"/api/v1/people/8471362"
"8473463","Leo","Komarov","FIN","Narva","C",1987-01-23,"/api/v1/people/8473463"
"8468639","John-Michael","Liles","USA","Indianapolis","D",1980-11-25,"/api/v1/people/8468639"
"8474192","Matt","Frattin","CAN","Edmonton","RW",1988-01-03,"/api/v1/people/8474192"
"8468778","Colton","Orr","CAN","Winnipeg","RW",1982-03-03,"/api/v1/people/8468778"
"8471748","Mark","Fraser","CAN","Ottawa","D",1986-09-29,"/api/v1/people/8471748"
"8469508","Jay","McClement","CAN","Kingston","C",1983-03-02,"/api/v1/people/8469508"
"8470672","Ryan","O'Byrne","CAN","Victoria","D",1984-07-19,"/api/v1/people/8470672"
"8473548","Phil","Kessel","USA","Madison","RW",1987-10-02,"/api/v1/people/8473548"
"8474577","Joe","Colborne","CAN","Calgary","C",1990-01-30,"/api/v1/people/8474577"
"8473503","James","Reimer","CAN","Morweena","G",1988-03-15,"/api/v1/people/8473503"
"8475098","Tyler","Bozak","CAN","Regina","C",1986-03-19,"/api/v1/people/8475098"
"8474581","Jake","Gardiner","USA","Minnetonka","D",1990-07-04,"/api/v1/people/8474581"
"8475172","Nazem","Kadri","CAN","London","C",1990-10-06,"/api/v1/people/8475172"
"8469569","Drew","MacIntyre","CAN","Charlottetown","G",1983-06-24,"/api/v1/people/8469569"
"8475203","Jesse","Blacker","CAN","Toronto","D",1991-04-19,"/api/v1/people/8475203"
"8473560","Korbinian","Holzer","DEU","Munich","D",1988-02-16,"/api/v1/people/8473560"
"8475637","Bobby","Butler","USA","Marlborough","RW",1987-04-26,"/api/v1/people/8475637"
"8470750","John","Mitchell","CAN","Oakville","C",1985-01-22,"/api/v1/people/8470750"
"8473422","Nick","Foligno","USA","Buffalo","LW",1987-10-31,"/api/v1/people/8473422"
"8467913","Alex","Auld","CAN","Cold Lake","G",1981-01-07,"/api/v1/people/8467913"
"8462225","Filip","Kuba","CZE","Ostrava","D",1976-12-29,"/api/v1/people/8462225"
"8471411","Chad","Kolarik","USA","Abington","C",1986-01-26,"/api/v1/people/8471411"
"8474498","Jesse","Winchester","CAN","Long Sault","C",1983-10-04,"/api/v1/people/8474498"
"8474670","Andre","Petersson","SWE","Olofstrom","RW",1990-09-11,"/api/v1/people/8474670"
"8471750","Ben","Bishop","USA","Denver","G",1986-11-21,"/api/v1/people/8471750"
"8470105","Scottie","Upshall","CAN","Fort McMurray","RW",1983-10-07,"/api/v1/people/8470105"
"8471681","Jack","Skille","USA","Madison","RW",1987-05-19,"/api/v1/people/8471681"
"8460535","Jose","Theodore","CAN","Laval","G",1976-09-13,"/api/v1/people/8460535"
"8467428","Krys","Barch","CAN","Hamilton","RW",1980-03-26,"/api/v1/people/8467428"
"8460492","Ed","Jovanovski","CAN","Windsor","D",1976-06-26,"/api/v1/people/8460492"
"8468478","Mike","Weaver","CAN","Brampton","D",1978-05-02,"/api/v1/people/8468478"
"8466371","John","Madden","CAN","Toronto","C",1973-05-04,"/api/v1/people/8466371"
"8470039","Tomas","Fleischmann","CZE","Koprivnice","LW",1984-05-16,"/api/v1/people/8470039"
"8475179","Dmitry","Kulikov","RUS","Lipetsk","D",1990-10-29,"/api/v1/people/8475179"
"8474520","Jason","Garrison","CAN","White Rock","D",1984-11-13,"/api/v1/people/8474520"
"8471390","Mike","Santorelli","CAN","Vancouver","C",1985-12-14,"/api/v1/people/8471390"
"8473574","Shawn","Matthias","CAN","Mississauga","LW",1988-02-19,"/api/v1/people/8473574"
"8475790","Erik","Gudbranson","CAN","Ottawa","D",1992-01-07,"/api/v1/people/8475790"
"8469473","Marcel","Goc","DEU","Calw","C",1983-08-24,"/api/v1/people/8469473"
"8469457","Stephen","Weiss","CAN","Toronto","C",1983-04-03,"/api/v1/people/8469457"
"8466339","Scott","Clemmensen","USA","Des Moines","G",1977-07-23,"/api/v1/people/8466339"
"8460704","Johan","Hedberg","SWE","Leksand","G",1973-05-05,"/api/v1/people/8460704"
"8470729","Tyson","Strachan","CAN","Melfort","D",1984-10-30,"/api/v1/people/8470729"
"8476268","Mattias","Sjogren","SWE","Landskrona","C",1987-11-27,"/api/v1/people/8476268"
"8475236","Cody","Eakin","CAN","Winnipeg","C",1991-05-24,"/api/v1/people/8475236"
"8467430","Dany","Sabourin","CAN","Val D'or","G",1980-09-02,"/api/v1/people/8467430"
"8476807","Matt","Tennyson","USA","Minneapolis","D",1990-04-23,"/api/v1/people/8476807"
